DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,Sunrise,Sunset
40,55,62,30.32,27.34,47,6.8,0,11.6,10,64,45,300,25,0,0,0,300,20,703,1847
34,56,47,30.28,27.28,45,10.4,0,12.3,9,70,41,130,24,0,0,0,150,20,701,1849
39,59,52,30.07,27.11,49,11.4,0,15,6,66,52,140,24,0.11,0,0,140,18,659,1850
42,59,57,29.94,27.01,50,9.5,0,14.8,6,68,50,130,28,T,0,0,140,21,657,1851
40,54,62,30.09,27.13,47,4.4,0,9.5,11,60,47,340,20,0.02,0,0,330,15,656,1852
42,53,72,30.01,27.04,47,5.1,0,8.3,12,60,45,320,18,T,0,0,340,13,654,1854
34,49,60,30.17,27.18,42,8,0,4,16,59,38,310,32,0,0,0,330,21,652,1855
31,49,51,30.18,27.18,41,3.2,0,3.8,16,64,34,140,12,0,0,0,140,10,650,1856
32,55,44,30.04,27.06,44,5.7,0,9.6,10,72,38,150,18,0,0,0,130,16,649,1857
32,55,43,30.02,27.07,45,6.6,0,9.4,10,65,45,320,23,0,0,0,310,18,647,1858
28,55,38,29.96,26.98,43,8,0,9.1,10,68,42,270,29,0,0,0,130,21,645,1900
33,47,56,29.99,27.03,41,10.2,0,0.9,18,54,40,260,41,0.06,0,0,270,31,643,1901
32,44,64,30.11,27.12,39,11.2,0,-2.3,21,52,35,310,31,0.31,0,0,300,25,641,1902
30,43,59,30.39,27.37,38,3.9,0,-3.5,22,54,32,10,16,0,0,0,20,13,640,1903
36,50,62,30.35,27.33,43,3.9,0,3.4,15,65,34,310,14,0,0,0,300,10,638,1904
41,61,51,30.09,27.11,50,6.8,0,14.2,4,77,45,130,22,0,0,0,120,17,636,1906
32,52,45,30.17,27.21,44,11.8,0,5,13,62,42,300,46,T,0,0,300,39,634,1907
28,52,43,30.24,27.24,42,4.8,0,4.8,13,67,37,140,13,0,0,0,140,12,632,1908
31,59,36,30.02,27.04,46,6.4,0,11.6,6,77,40,130,28,0,0,0,130,20,631,1909
31,55,40,29.86,26.95,44,12.8,0,7.4,10,68,41,330,43,0,0,0,320,32,629,1910
25,45,51,30.16,27.15,36,10.6,0,-2.7,20,53,36,300,32,T,0,0,300,25,627,1912
21,40,49,30.25,27.24,33,7.3,0,-7.9,25,54,26,310,28,0,0,0,310,22,625,1913
19,44,37,30.21,27.19,35,7.6,0,-4.1,21,58,30,150,26,0,0,0,150,17,623,1914
27,49,43,29.93,26.95,39,5.6,0,0.8,16,57,40,310,20,0,0,0,300,15,622,1915
37,47,72,29.7,26.74,42,6.4,0,-1.4,18,54,40,260,23,0.2,0,0,250,18,620,1916
26,45,49,29.84,26.87,37,5,0,-3.6,20,54,36,270,18,T,0,0,310,15,618,1917
27,49,46,29.75,26.77,39,7,0,0.2,16,59,39,170,31,T,0,0,170,26,616,1919
36,51,65,29.83,26.88,43,10.1,0,2.1,14,59,43,310,28,0.12,0,0,300,23,615,1920
31,47,54,30.06,27.06,40,2.8,0,-2.1,18,61,33,140,16,0,0,0,130,10,613,1921
28,56,36,29.91,26.93,43,9.6,0,6.7,9,69,42,160,22,0,0,0,160,17,611,1922
36,48,64,29.88,26.94,43,6,0,-1.5,17,57,39,250,36,0.21,0,0,250,24,609,1923
26,44,54,30.17,27.16,37,4.7,0,-5.7,21,55,32,320,16,0,0,0,130,12,608,1925
24,60,27,29.89,26.94,44,12.4,0,10.1,5,77,42,130,32,0,0,0,140,26,606,1926
26,48,50,29.97,27.01,37,18.3,0,-2.1,17,60,36,330,45,0.01,0,T,300,35,604,1927
23,44,47,30.24,27.22,36,16.3,0,-6.3,21,57,30,310,39,0,0,0,330,30,603,1928
26,47,46,30.2,27.2,38,5.4,0,-3.5,18,63,30,310,18,0,0,0,300,14,601,1929
30,56,40,30.09,27.12,44,6.9,0,5.3,9,72,39,310,18,0,0,0,320,15,559,1931
29,58,35,30.03,27.08,45,13.4,0,7.1,7,73,42,300,35,0,0,0,320,28,558,1932
27,55,35,30.04,27.06,43,5.5,0,3.8,10,69,40,300,20,0,0,0,300,17,556,1933
30,57,35,29.86,26.91,45,4.8,0,5.6,8,73,40,290,16,0,0,0,320,13,554,1934
32,61,37,29.75,26.83,47,5.9,0,9.4,4,76,45,280,20,0,0,0,300,15,553,1935
33,57,43,29.78,26.86,46,10.8,0,5.1,8,70,44,290,30,0,0,0,310,24,551,1936
23,52,33,29.78,26.83,40,5.1,0,-0.1,13,68,35,310,25,0,0,0,320,20,550,1938
37,51,60,29.72,26.78,44,8.5,0,-1.4,14,57,45,330,25,0.06,0,0,310,20,548,1939
30,50,50,29.79,26.85,41,9.8,0,-2.7,15,60,40,300,36,0,0,0,310,30,547,1940
25,48,43,30.09,27.11,39,12.6,0,-4.9,17,61,35,310,38,0,0,0,300,28,545,1941
27,52,39,30.23,27.24,41,3.5,0,-1.2,13,68,35,230,18,0,0,0,250,12,544,1942
28,65,28,30,27.04,48,10.4,0,11.5,0,81,49,160,28,0,0,0,160,22,542,1944
35,62,38,29.95,27.03,49,11.8,0,8.2,3,73,50,310,29,0,0,0,300,22,541,1945
26,55,35,30.12,27.15,42,8.3,0,0.9,10,69,40,330,25,0,0,0,300,18,539,1946
26,61,31,29.95,27,45,6.1,0,6.6,4,78,44,150,17,0,0,0,150,15,538,1947
27,64,26,29.78,26.86,47,6.1,0,9.4,1,80,48,360,23,0,0,0,350,20,536,1948
31,63,34,29.79,26.87,48,5.8,0,8.1,2,79,47,350,23,0,0,0,320,17,535,1949
34,67,29,29.74,26.83,51,7.3,2,11.8,0,84,49,170,44,T,0,0,220,31,534,1951
28,62,30,29.77,26.86,46,12.8,0,6.5,3,71,52,330,30,0,0,0,340,23,532,1952
25,53,37,29.81,26.87,41,12.9,0,-2.8,12,64,41,330,28,0,0,0,320,21,531,1953
39,47,78,29.86,26.9,43,5.8,0,-9.2,18,51,42,290,21,0.25,0,0,320,16,530,1954
41,60,60,29.82,26.88,49,7.1,0,3.5,5,73,47,310,26,0.02,0,0,300,22,528,1955
32,61,38,29.9,26.96,48,12,0,4.2,4,76,45,320,37,0,0,0,320,25,527,1956
28,58,31,29.96,27.01,45,6.7,0,0.9,7,73,43,130,24,0,0,0,140,20,526,1957
33,64,33,29.75,26.83,48,10.2,0,6.6,1,76,51,130,30,0,0,0,130,23,525,1958
43,61,62,29.67,26.75,50,5.9,0,3.3,4,75,46,270,38,0.36,0,0,270,28,524,2000
37,55,55,29.83,26.88,46,4.6,0,-3,10,65,44,320,17,0,0,0,330,14,522,2001
41,60,54,29.66,26.72,49,5.8,0,1.7,5,72,47,340,17,T,0,0,340,15,521,2002
49,55,84,29.63,26.72,51,7.9,0,-3.6,10,59,51,320,21,0.19,0,0,320,17,520,2003
45,58,67,29.74,26.82,51,16.1,0,-0.9,7,65,50,290,33,0.02,0,0,300,28,519,2004
47,58,71,29.94,27,51,5.4,0,-1.1,7,70,46,180,24,0.06,0,0,170,20,518,2005
46,61,61,29.94,27,53,3.9,0,1.6,4,71,51,180,21,0,0,0,180,15,517,2006
51,60,79,29.9,26.97,54,4.7,0,0.3,5,67,53,80,24,0.28,0,0,80,21,516,2007
51,62,74,29.9,26.96,55,4.4,0,2,3,70,54,100,25,0.09,0,0,80,21,515,2008
47,63,58,29.83,26.9,54,4.6,0,2.7,2,73,52,120,17,0.03,0,0,110,14,514,2009
47,63,59,29.8,26.88,54,4.5,0,2.5,2,75,51,140,15,0,0,0,280,12,514,2010
50,67,62,29.82,26.9,57,9.6,2,6.2,0,79,54,170,31,0.04,0,0,310,24,513,2011
47,67,53,29.83,26.91,55,9.1,2,5.9,0,79,54,300,31,T,0,0,320,22,512,2012
47,67,57,29.81,26.9,54,7.1,2,5.6,0,79,54,200,29,0.08,0,0,300,23,511,2013
46,65,54,29.86,26.93,54,3.9,0,3.4,0,78,51,310,21,0.01,0,0,320,16,510,2014
45,65,52,29.92,27.01,54,6.5,0,3.1,0,76,54,310,36,0.07,0,0,340,20,510,2015
43,64,47,30,27.07,54,5.6,0,1.9,1,79,49,300,20,0,0,0,310,15,509,2016
41,72,34,29.96,27.03,56,9.8,7,9.6,0,86,57,160,30,0,0,0,170,22,508,2017
47,74,40,29.85,26.95,58,6.8,9,11.3,0,82,65,300,32,0,0,0,290,23,508,2018
47,76,38,29.78,26.88,59,6.5,11,13.1,0,94,57,140,40,0,0,0,140,32,507,2018
46,73,41,29.73,26.85,58,10.3,8,9.8,0,85,60,150,31,0.01,0,0,90,25,507,2019
45,66,49,29.9,26.99,54,6.6,1,2.6,0,75,56,250,29,T,0,0,250,25,506,2020
44,63,53,29.87,26.94,53,7.9,0,-0.7,2,75,50,340,24,0,0,0,310,17,506,2021
44,65,49,29.84,26.93,54,9.3,0,1,0,79,51,300,25,0.01,0,0,300,21,505,2022
49,69,54,29.86,26.95,57,7.1,4,4.8,0,83,54,70,38,0.14,0,0,70,31,505,2022
48,73,46,29.84,26.94,58,8.4,8,8.5,0,89,57,160,32,0,0,0,150,26,505,2023
51,75,44,29.92,27.03,61,4.7,10,10.3,0,89,60,270,16,0,0,0,140,12,504,2024
49,82,34,29.89,27,62,5.8,17,17,0,96,67,310,16,0,0,0,140,13,504,2024
50,85,33,29.73,26.85,63,6.4,20,19.7,0,99,70,60,20,0,0,0,70,16,504,2025
49,78,39,29.7,26.82,60,4.2,13,12.5,0,88,68,320,13,T,0,0,330,10,504,2025
40,75,30,29.81,26.93,56,9.2,10,9.2,0,91,59,330,26,0,0,0,320,22,503,2026
34,74,25,29.84,26.95,54,11.4,9,7.9,0,88,60,310,28,0,0,0,320,23,503,2026
28,68,24,29.83,26.93,49,7.9,3,1.6,0,83,52,340,21,0,0,0,350,18,503,2027
31,67,28,29.85,26.94,50,6.8,2,0.4,0,84,50,300,20,0,0,0,310,16,503,2027
36,72,26,29.78,26.88,54,6.2,7,5.1,0,91,53,130,20,0,0,0,330,16,503,2028
39,75,29,29.85,26.96,56,5.3,10,7.8,0,90,59,310,21,0,0,0,350,15,503,2028
37,78,24,29.83,26.95,56,6.8,13,10.5,0,93,62,340,23,0,0,0,350,17,503,2029
40,77,27,29.78,26.9,57,5.7,12,9.2,0,94,60,330,22,0,0,0,340,15,503,2029
37,74,27,29.85,26.97,55,11.4,9,5.9,0,86,62,300,24,0,0,0,300,21,503,2029
40,72,33,29.87,26.96,55,5.7,7,3.6,0,88,56,310,20,0,0,0,340,15,504,2029
42,77,32,29.75,26.87,57,6.6,12,8.3,0,90,63,310,35,0,0,0,320,29,504,2030
41,73,34,29.93,27.03,56,5,8,3.9,0,88,57,330,20,0,0,0,320,15,504,2030
40,77,28,29.89,27,57,5.9,12,7.6,0,93,60,310,29,0,0,0,320,15,504,2030
41,76,31,29.9,27.01,57,6.6,11,6.3,0,92,60,330,22,0,0,0,340,17,504,2030
43,78,31,29.98,27.08,58,6.3,13,8,0,94,61,310,29,0,0,0,300,17,505,2030
46,83,29,29.93,27.05,62,5.3,18,12.7,0,101,64,260,16,0,0,0,280,14,505,2030
46,90,24,29.87,27,63,5.3,25,19.3,0,106,73,310,22,0,0,0,300,16,506,2030
49,92,24,29.78,26.93,65,5.9,27,21,0,110,74,220,24,0.01,0,0,210,18,506,2030
53,91,29,29.81,26.95,67,6.4,26,19.7,0,103,79,130,23,0,0,0,120,16,506,2030
51,88,30,29.84,26.98,65,6.5,23,16.4,0,102,74,300,23,0,0,0,330,17,507,2030
47,86,29,29.85,26.98,63,6.7,21,14,0,102,70,310,29,0,0,0,310,18,507,2030
44,87,24,29.83,26.96,62,6.4,22,14.7,0,104,69,280,21,0,0,0,320,16,508,2030
43,86,23,29.76,26.9,61,6.6,21,13.4,0,102,69,320,24,0,0,0,320,20,509,2030
40,86,21,29.7,26.85,60,5.7,21,13.1,0,100,71,320,20,0,0,0,330,14,509,2029
52,78,41,29.81,26.95,62,5.8,13,4.8,0,84,71,120,17,T,0,0,120,15,510,2029
50,81,36,29.91,27.01,62,5.6,16,7.5,0,94,68,300,20,0,0,0,250,15,510,2029
47,85,30,29.81,26.93,62,8.1,20,11.2,0,96,73,280,21,0,0,0,300,18,511,2028
51,76,49,29.76,26.88,61,8.9,11,1.9,0,88,63,130,46,0.62,0,0,120,26,512,2028
57,75,58,29.73,26.83,63,6.1,10,0.6,0,87,63,260,25,0.15,0,0,260,20,513,2027
54,75,53,29.76,26.88,61,6.5,10,0.3,0,86,63,230,28,0.08,0,0,190,23,513,2027
52,75,54,29.84,26.95,60,8.1,10,0.1,0,86,63,250,37,0.02,0,0,250,30,514,2026
55,74,61,29.96,27.05,61,4.8,9,-1.2,0,88,59,180,47,0.03,0,0,180,39,515,2026
52,71,57,29.97,27.04,59,6.2,6,-4.5,0,84,58,330,26,0,0,0,320,22,516,2025
52,73,52,29.87,26.98,60,5.7,8,-2.7,0,87,59,140,28,0.01,0,0,140,21,517,2025
50,75,44,29.86,26.96,60,6,10,-0.9,0,88,61,270,26,0,0,0,330,15,517,2024
43,74,34,29.87,26.98,57,9.3,9,-2.1,0,86,62,340,28,0,0,0,340,21,518,2023
40,68,38,29.87,26.96,53,8.5,3,-8.3,0,79,56,300,29,0,0,0,300,23,519,2023
41,71,35,29.93,27.03,55,6.3,6,-5.5,0,86,56,80,22,0,0,0,70,18,520,2022
42,77,30,29.99,27.08,58,6.3,12,0.3,0,92,61,130,18,0,0,0,120,15,521,2021
41,80,25,29.88,26.99,58,5.2,15,3.2,0,96,64,340,18,0,0,0,140,14,522,2020
44,81,30,29.77,26.9,59,3.9,16,4,0,95,66,150,35,0.02,0,0,160,25,523,2019
53,78,49,29.74,26.85,62,6,13,0.9,0,89,66,200,31,0.03,0,0,200,24,524,2018
51,76,44,29.83,26.94,61,7.3,11,-1.2,0,90,62,300,29,0,0,0,140,23,525,2018
46,77,35,29.92,27.03,60,5.7,12,-0.3,0,91,63,140,20,0,0,0,140,16,526,2017
43,78,30,29.87,26.98,58,5.8,13,0.6,0,90,65,360,17,0,0,0,10,14,527,2016
47,74,42,29.83,26.93,58,11.3,9,-3.4,0,86,61,320,31,0,0,0,320,24,528,2015
37,66,37,29.97,27.06,51,13.5,1,-11.5,0,75,56,280,31,0,0,0,300,24,529,2013
35,66,34,30.16,27.21,51,4.9,1,-11.5,0,80,51,300,16,0,0,0,270,13,530,2012
34,74,25,30.12,27.19,53,5.8,9,-3.5,0,89,58,130,18,0,0,0,180,12,531,2011
35,79,22,30.08,27.16,56,5.4,14,1.5,0,95,62,280,16,0,0,0,310,12,532,2010
38,82,21,30,27.09,58,5.5,17,4.5,0,99,64,280,16,0,0,0,280,13,533,2009
36,86,18,29.85,26.98,59,5.9,21,8.5,0,103,68,310,15,0,0,0,130,12,534,2008
40,85,21,29.74,26.87,60,4.6,20,7.6,0,101,68,200,16,0,0,0,320,12,535,2007
48,84,30,29.77,26.91,62,4.6,19,6.6,0,93,74,280,23,0,0,0,280,18,536,2005
49,78,37,29.84,26.94,62,7.9,13,0.7,0,92,64,300,41,0.01,0,0,300,31,537,2004
52,76,46,29.86,26.97,61,6.7,11,-1.2,0,85,67,90,22,0.07,0,0,90,17,538,2003
38,73,32,29.9,26.99,54,6.7,8,-4.1,0,86,59,320,24,0,0,0,320,16,539,2001
41,70,36,29.81,26.9,55,6.2,5,-6.9,0,82,58,140,25,0,0,0,140,20,541,2000
49,75,44,29.85,26.95,59,11.4,10,-1.8,0,87,62,130,35,T,0,0,130,28,542,1959
43,80,27,29.87,26.98,59,11.9,15,3.4,0,94,65,130,30,0,0,0,170,22,543,1957
46,83,29,29.8,26.93,62,10.7,18,6.5,0,98,67,180,61,0.1,0,0,190,40,544,1956
44,84,26,29.78,26.9,61,10.4,19,7.7,0,102,66,140,47,0,0,0,140,38,545,1955
44,89,22,29.85,26.99,62,9.2,24,12.9,0,103,75,200,32,0,0,0,180,22,546,1953
43,89,21,29.85,26.98,63,11.5,24,13.1,0,106,72,140,41,0,0,0,140,32,547,1952
44,85,24,29.82,26.96,62,10.9,20,9.3,0,98,71,130,41,0,0,0,140,32,548,1950
40,71,36,30.06,27.14,55,6.5,6,-4.5,0,83,58,330,18,0,0,0,300,15,549,1949
36,72,28,29.99,27.08,53,6.2,7,-3.2,0,87,57,350,21,0,0,0,330,16,551,1947
37,71,32,29.93,27.02,53,6.6,6,-4,0,86,55,300,24,0,0,0,300,20,552,1946
40,72,33,29.92,27.01,54,6.5,7,-2.8,0,87,56,310,26,0,0,0,280,21,553,1944
40,74,30,29.85,26.95,55,5.1,9,-0.5,0,87,61,330,17,0,0,0,300,14,554,1942
39,77,29,29.75,26.86,56,5,12,2.8,0,92,61,360,16,0,0,0,340,13,555,1941
34,74,24,29.73,26.86,53,8.6,9,0,0,88,59,320,24,0,0,0,310,18,556,1939
34,68,31,29.98,27.06,51,6.3,3,-5.7,0,82,53,310,22,0,0,0,300,17,557,1938
33,74,23,29.94,27.03,53,5.9,9,0.6,0,90,58,150,23,0,0,0,140,20,558,1936
37,79,23,29.88,27,56,5.1,14,5.9,0,96,62,140,18,0,0,0,140,15,600,1934
37,79,23,29.88,27,56,5.6,14,6.2,0,96,62,330,17,0,0,0,330,14,601,1933
37,79,22,29.89,27.01,57,5.9,14,6.5,0,95,62,170,23,0,0,0,170,17,602,1931
41,82,26,29.97,27.08,59,7.4,17,9.8,0,93,70,150,25,0,0,0,160,18,603,1929
39,81,23,29.86,26.97,58,7.9,16,9.1,0,92,69,190,24,0,0,0,180,20,604,1928
43,83,26,29.72,26.86,59,7.7,18,11.5,0,93,73,320,24,T,0,0,320,18,605,1926
42,68,37,29.88,26.99,55,5.8,3,-3.2,0,80,56,350,23,0,0,0,350,17,606,1924
42,68,42,29.94,27.01,54,2.6,3,-2.9,0,83,52,320,15,0,0,0,320,10,607,1922
39,73,31,29.77,26.86,54,4.2,8,2.4,0,87,58,320,16,0,0,0,170,12,609,1921
38,74,29,29.71,26.83,54,8,9,3.8,0,86,61,280,21,0,0,0,280,17,610,1919
41,63,48,29.81,26.9,51,12.9,0,-6.9,2,70,55,320,29,0,0,0,310,23,611,1917
41,62,55,29.77,26.84,49,7.7,0,-7.5,3,74,49,280,43,T,0,0,290,33,612,1915
38,54,57,30.04,27.09,46,5.4,0,-15.2,11,63,44,340,24,T,0,0,330,20,613,1914
32,60,38,30.09,27.12,46,5.3,0,-8.8,5,74,45,140,18,0,0,0,350,14,614,1912
33,62,35,30.08,27.14,48,5.8,0,-6.5,3,77,47,320,23,0,0,0,340,17,615,1910
34,65,33,30.08,27.13,49,5.2,0,-3.1,0,80,50,330,15,0,0,0,330,12,616,1908
34,72,27,29.98,27.06,52,4.5,7,4.2,0,89,55,290,13,0,0,0,300,10,617,1906
34,75,25,29.98,27.07,53,5.8,10,7.6,0,91,58,320,18,0,0,0,320,16,619,1905
34,75,23,30.01,27.09,53,4.6,10,8,0,92,57,310,16,0,0,0,330,12,620,1903
36,76,23,29.91,27,55,4.9,11,9.3,0,93,59,280,14,0,0,0,120,12,621,1901
35,77,25,29.72,26.84,55,6,12,10.7,0,90,63,300,18,0,0,0,300,15,622,1859
36,64,40,29.65,26.75,49,4.6,0,-1.9,1,74,54,320,18,0.01,0,0,310,15,623,1857
48,57,77,29.76,26.83,52,4.3,0,-8.5,8,63,51,300,17,0.2,0,0,300,14,624,1855
44,58,65,29.88,26.94,50,3.5,0,-7.2,7,65,50,310,15,0.05,0,0,300,13,625,1854
47,57,75,30.01,27.06,51,4.8,0,-7.8,8,63,50,280,39,0.25,0,0,300,31,626,1852
42,58,59,30.12,27.15,49,3.7,0,-6.4,7,70,46,140,15,0,0,0,140,13,627,1850
40,62,47,30.04,27.08,50,3.9,0,-2,3,77,46,130,15,0,0,0,130,13,629,1848
39,68,37,29.95,27.01,53,4.8,3,4.4,0,86,50,130,18,0,0,0,140,15,630,1846
40,69,38,29.85,26.93,53,4.4,4,5.8,0,83,55,320,16,0,0,0,330,13,631,1844
39,70,34,29.79,26.88,53,4.8,5,7.1,0,86,54,10,18,0,0,0,130,14,632,1843
37,70,32,29.92,27.02,53,5.3,5,7.5,0,84,56,40,15,0,0,0,130,12,633,1841
38,71,33,29.99,27.06,53,5.4,6,8.9,0,85,56,140,16,0,0,0,140,14,634,1839
40,76,33,29.88,26.97,55,4.8,11,14.3,0,95,56,260,16,0,0,0,120,14,635,1837
38,73,30,29.84,26.95,54,4.9,8,11.7,0,85,61,340,17,0,0,0,330,14,637,1835
41,64,46,29.9,26.98,51,6.8,0,3.1,1,78,50,320,23,0,0,0,300,15,638,1833
39,64,41,29.93,27,50,2.8,0,3.5,1,80,47,150,12,0,0,0,150,10,639,1832
38,70,33,29.88,26.96,53,5,5,9.9,0,85,55,130,14,0,0,0,130,12,640,1830
39,66,35,29.88,26.98,53,5.3,1,6.3,0,77,55,120,21,T,0,0,90,17,641,1828
51,68,59,29.89,26.98,58,7.1,3,8.7,0,75,60,310,24,0.02,0,0,300,20,642,1826
43,69,49,29.82,26.9,54,11.1,4,10.1,0,81,56,320,36,0.03,0,0,320,29,643,1824
40,58,51,29.77,26.85,49,4.9,0,-0.5,7,68,48,330,22,0,0,0,290,12,645,1823
41,60,51,29.84,26.91,50,4.7,0,1.9,5,71,49,20,15,0,0,0,140,12,646,1821
43,62,51,29.92,26.98,52,3.6,0,4.3,3,77,47,330,14,0,0,0,150,12,647,1819
41,66,43,30.01,27.08,52,4.3,1,8.7,0,81,51,140,16,0,0,0,140,15,648,1817
41,65,43,30.11,27.19,53,5.3,0,8.1,0,76,53,350,15,T,0,0,360,12,649,1816
51,66,62,30.18,27.23,57,2.3,1,9.5,0,76,56,140,13,0,0,0,270,12,650,1814
42,73,40,30.04,27.11,55,5.7,8,16.9,0,90,56,140,21,0,0,0,140,17,652,1812
36,75,26,29.82,26.91,54,8.8,10,19.3,0,90,59,270,23,0,0,0,150,17,653,1810
34,62,38,30.12,27.19,47,9.3,0,6.7,3,73,51,270,44,0,0,0,330,31,654,1809
28,62,32,30.12,27.16,45,4.7,0,7.1,3,76,48,130,14,0,0,0,130,12,655,1807
35,64,37,30.11,27.16,48,3.8,0,9.5,1,79,48,290,12,0,0,0,280,9,656,1805
36,65,38,30.08,27.14,50,4.1,0,10.9,0,79,50,270,18,0,0,0,280,9,658,1804
34,66,35,30.07,27.13,49,4.4,1,12.3,0,81,50,140,15,0,0,0,140,12,659,1802
33,66,32,29.99,27.05,48,4.8,1,12.7,0,79,52,120,16,0,0,0,120,13,700,1800
41,64,49,29.86,26.93,52,6.5,0,11.1,1,75,52,190,23,0.19,0,0,190,20,701,1759
56,60,85,29.9,26.96,57,3.5,0,7.5,5,66,54,170,12,0.09,0,0,160,9,703,1757
52,56,95,29.86,26.93,53,7.6,0,3.9,9,58,53,150,22,0.42,0,0,140,17,704,1755
44,57,70,30.1,27.14,49,10.5,0,5.3,8,67,46,320,29,0.02,0,0,320,23,705,1754
42,55,67,30.14,27.16,48,3.8,0,3.7,10,66,43,160,12,0,0,0,150,9,706,1752
42,54,70,30.06,27.09,47,4.9,0,3.1,11,64,43,310,21,0,0,0,320,17,708,1751
35,51,57,30.14,27.15,44,2.7,0,0.6,14,65,37,360,12,0,0,0,130,9,709,1749
36,56,52,30.05,27.08,46,4.6,0,6,9,66,46,140,17,0,0,0,140,15,710,1748
36,59,49,29.9,26.95,47,8.1,0,9.4,6,70,47,140,33,0.01,0,0,140,26,711,1746
39,52,67,30.01,27.05,45,4.7,0,2.8,13,61,42,300,20,0.02,0,0,300,17,713,1745
35,50,62,30.1,27.11,42,3.5,0,1.2,15,62,38,20,12,0,0,0,180,9,714,1743
39,48,72,30.02,27.03,44,4.7,0,-0.4,17,53,42,140,14,0.06,0,0,140,12,715,1742
41,49,77,30.04,27.06,45,7.2,0,1,16,58,40,360,26,0.01,0,0,320,22,717,1740
40,45,79,30.04,27.04,43,8.5,0,-2.6,20,50,39,120,17,0.05,0,0,130,14,718,1739
46,56,70,29.93,26.96,50,7.5,0,8.9,9,64,48,130,15,0,0,0,130,13,719,1737
46,55,75,29.9,26.95,50,6.9,0,8.3,10,62,48,160,24,0.12,0,0,150,17,720,1736
40,47,75,29.78,26.82,44,5.2,0,0.7,18,50,43,310,14,T,0,0,300,12,722,1735
30,43,62,29.72,26.77,37,16.9,0,-2.9,22,51,35,320,38,0,0,0,300,31,723,1733
26,41,57,30.01,27.01,34,8.9,0,-4.4,24,51,31,320,24,0,0,0,300,18,724,1732
26,39,60,30.18,27.16,34,4,0,-6,26,49,29,330,15,0,0,0,320,13,726,1731
30,42,65,30.37,27.34,36,3.8,0,-2.6,23,52,32,310,18,0,0,0,310,15,727,1730
27,45,53,30.24,27.19,37,13.1,0,0.9,20,56,34,160,32,0,0,0,160,25,728,1728
28,49,46,29.9,26.91,40,12.5,0,5.3,16,59,38,140,30,0.01,0,0,140,23,730,1727
40,43,92,29.83,26.86,41,6.9,0,-0.3,22,50,36,120,23,0.34,0,0,120,20,731,1726
33,40,82,30.12,27.11,36,8.3,0,-2.8,25,47,32,350,24,0.01,0,0,350,21,732,1725
29,38,70,30.31,27.27,35,3.1,0,-4.4,27,47,29,290,13,0.01,0,0,60,8,733,1724
29,41,68,30.35,27.32,36,3.6,0,-1,24,50,32,140,15,0,0,0,140,13,735,1723
29,47,55,30.2,27.17,38,9.7,0,5.5,18,56,37,140,22,0,0,0,150,17,736,1722
27,49,46,29.9,26.92,40,10.7,0,7.9,16,64,34,150,25,0,0,0,140,21,737,1721
27,45,51,29.61,26.67,38,13.1,0,4.4,20,57,32,310,32,0.09,0,0.4,310,25,739,1720
24,37,65,30.08,27.09,31,14.8,0,-3.2,28,42,31,320,35,0.01,T,T,320,30,740,1719
32,40,76,30.15,27.11,36,7.1,0,0.2,25,47,32,120,21,0.04,T,0.4,130,16,741,1718
24,44,49,30.12,27.14,35,11.2,0,4.7,21,53,35,330,35,0.01,0,0,330,30,743,1717
32,38,81,30.11,27.09,35,9.3,0,-0.9,27,42,34,310,21,0.07,0,T,300,17,744,1716
24,35,69,30.45,27.4,31,8.2,0,-3.5,30,43,26,330,23,0,0,0,300,20,745,1716
20,33,66,30.51,27.42,27,5.7,0,-5,32,41,25,150,20,0,0,0,150,16,746,1715
22,33,72,30.32,27.24,27,3.1,0,-4.6,32,42,23,170,16,0,0,0,180,13,748,1714
24,34,72,30.01,26.96,29,1.1,0,-3.2,31,44,23,290,10,0,0,0,280,8,749,1714
30,39,80,29.7,26.7,33,3.3,0,2.2,26,46,31,280,17,0.31,0,0,260,13,750,1713
31,33,95,29.81,26.82,32,5.3,0,-3.4,32,36,30,310,16,0.67,0,2.2,300,14,751,1712
23,26,85,30.26,27.21,25,4,0,-10,39,32,20,140,13,0,2,0,140,10,752,1712
16,17,90,30.44,27.32,17,6.3,0,-18.6,48,23,11,150,16,0,2,0,150,14,754,1711
15,17,87,30.39,27.27,17,4.1,0,-18.2,48,23,10,170,15,T,2,T,160,12,755,1711
12,17,83,30.42,27.29,15,4.6,0,-17.8,48,20,14,190,12,0.02,2,0.6,200,9,756,1710
13,16,83,30.39,27.27,16,7,0,-18.5,49,19,12,160,15,T,3,0.1,160,13,757,1710
8,13,82,30.54,27.4,12,5,0,-21.1,52,16,10,160,14,T,3,T,160,12,758,1710
17,22,78,30.46,27.34,21,2.1,0,-11.8,43,30,14,170,17,T,2,T,170,13,759,1709
