DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,Sunrise,Sunset
57,68,76,29.93,25.76,60,6.3,3,7.3,0,77,58,150,29,0.12,,,160,23,520,1830
55,71,65,29.94,25.79,60,6.8,6,10.6,0,86,55,40,26,T,,,40,22,522,1828
55,67,72,29.98,25.81,59,6.8,2,6.8,0,85,49,200,44,0.08,,,210,35,523,1826
50,63,71,29.94,25.76,55,6.2,0,3.2,2,82,43,130,35,0.35,,,130,26,524,1824
43,54,67,30.12,25.89,49,6.1,0,-5.5,11,72,36,160,21,0,,,200,14,525,1823
42,60,57,30.04,25.84,50,3.2,0,0.8,5,82,37,300,16,0,,,300,14,526,1821
45,63,53,29.99,25.82,53,8.4,0,4.1,2,82,43,340,24,0,,,330,18,527,1819
41,62,50,30,25.82,51,4.8,0,3.4,3,82,42,270,16,0,,,260,14,528,1817
40,67,46,29.97,25.8,51,4.3,2,8.7,0,86,47,100,18,0,,,100,12,529,1815
38,67,39,30,25.83,52,5.8,2,9.1,0,90,44,30,20,0,,,60,13,531,1814
44,67,47,29.97,25.81,54,3.2,2,9.4,0,83,50,50,14,0,,,50,10,532,1812
48,67,57,29.89,25.74,55,4,2,9.7,0,82,51,120,15,0,,,100,12,533,1810
47,67,54,29.84,25.69,55,5.3,2,10.1,0,86,47,60,28,0,,,290,15,534,1808
49,65,64,29.78,25.64,55,7.8,0,8.4,0,86,44,100,26,0.06,,,100,20,535,1806
40,58,57,29.87,25.69,48,5.8,0,1.8,7,78,37,160,20,0,,,160,15,536,1804
43,53,72,29.8,25.61,47,9.9,0,-2.9,12,63,42,290,37,0.03,,,300,30,537,1803
34,46,61,30.07,25.83,42,5.8,0,-9.5,19,62,30,200,22,T,,,210,15,538,1801
28,51,46,30.05,25.81,41,8.6,0,-4.1,14,73,28,50,25,0,,,40,17,539,1759
25,57,35,29.74,25.57,43,8.9,0,2.2,8,83,30,180,26,0,,,180,22,541,1757
43,49,81,29.74,25.56,46,4.9,0,-5.4,16,57,41,140,23,0.09,,,140,18,542,1755
40,49,72,29.85,25.63,45,9.8,0,-5,16,62,35,220,26,T,,,220,22,543,1753
39,54,63,29.95,25.74,46,5.7,0,0.4,11,68,40,220,22,0,,,230,16,544,1752
40,50,75,29.85,25.64,44,8.3,0,-3.3,15,61,38,240,46,0.06,,,240,33,545,1750
38,42,88,29.83,25.59,39,7.7,0,-10.9,23,46,38,,,0.32,,,270,15,546,1748
34,44,71,29.97,25.72,39,14.4,0,-8.5,21,52,36,300,38,0,,,310,32,547,1746
33,43,64,30.12,25.84,40,6.4,0,-9.1,22,60,26,200,28,T,,,220,21,549,1744
38,53,55,29.9,25.69,47,12,0,1.3,12,64,42,190,36,T,,,180,25,550,1743
43,51,89,29.77,25.57,45,8,0,-0.3,14,58,43,190,36,0.8,,,180,28,551,1741
36,45,69,29.9,25.69,42,12.1,0,-5.9,20,58,32,230,38,0.08,,,240,30,552,1739
,42,,,25.82,,7.2,0,-8.5,23,56,28,250,37,0,,,280,28,553,1737
,39,,,25.77,,4.9,0,-11.2,26,54,23,290,23,0,,,300,18,554,1735
,39,,,25.95,,10.4,0,-10.8,26,51,26,310,33,0,,,310,28,556,1733
,41,,,26.13,,3.1,0,-8.4,24,58,23,310,15,0,,,310,14,557,1732
,43,,,26.1,,2.7,0,-6,22,64,21,120,13,0,,,270,8,558,1730
,48,,,25.9,,6.2,0,-0.6,17,71,24,30,20,0,,,40,16,559,1728
,46,,,25.77,,6.7,0,-2.2,19,65,26,280,30,0,,,280,23,600,1726
,37,,,25.74,,5.1,0,-10.8,28,52,21,310,23,0.04,,,300,20,601,1725
,43,,,25.65,,12,0,-4.5,22,57,29,310,32,0,,,310,25,603,1723
,44,,,25.68,,6.3,0,-3.1,21,59,29,290,25,0,,,270,21,604,1721
,37,,,25.8,,3.3,0,-9.7,28,54,20,130,15,0,,,190,8,605,1719
,41,,,25.74,,5.6,0,-5.4,24,56,26,300,22,0,,,300,17,606,1718
,39,,,25.89,,6.8,0,-7,26,55,22,320,24,0,,,320,17,607,1716
,38,,,26,,4.6,0,-7.6,27,57,18,320,21,0,,,310,15,609,1714
,37,,,26.01,,3.4,0,-8.3,28,56,18,120,15,0,,,150,9,610,1713
,40,,,25.88,,4.4,0,-4.9,25,62,18,350,17,0,,,350,15,611,1711
,44,,,25.92,,5.6,0,-0.6,21,66,21,330,21,0,,,330,15,612,1709
,41,,,25.97,,1.1,0,-3.2,24,61,20,110,10,0,,,330,7,614,1708
,44,,,25.91,,2.8,0,0.1,21,70,18,140,13,0,,,270,10,615,1706
,47,,,25.89,,5.3,0,3.5,18,72,22,320,22,0,,,330,17,616,1705
,45,,,25.93,,3.7,0,1.8,20,67,23,50,13,0,,,50,12,617,1703
,46,,,25.92,,4,0,3.2,19,68,23,100,12,0,,,260,8,619,1701
,47,,,25.87,,4.8,0,4.5,18,70,24,40,13,0,,,270,10,620,1700
,48,,,25.87,,5.1,0,5.8,17,70,25,280,13,0,,,270,12,621,1658
,46,,,25.97,,3.6,0,4.2,19,70,22,150,11,0,,,130,10,622,1657
,45,,,25.97,,3.1,0,3.5,20,69,21,160,13,0,,,270,9,624,1655
,38,,,25.55,,8.4,0,-3.1,27,58,17,290,43,0.01,,,290,35,625,1654
,36,,,25.43,,15.6,0,-4.8,29,41,31,310,35,0.22,,,310,25,626,1652
,31,,,25.71,,3.5,0,-9.5,34,40,22,130,15,0.02,,,140,12,627,1651
,33,,,25.83,,3.1,0,-7.1,32,50,16,160,19,0,,,170,15,629,1650
,41,,,25.92,,4.3,0,1.2,24,59,23,290,21,0.01,,,280,17,630,1648
32,39,88,30.25,25.92,35,3.3,0,-0.4,26,55,22,110,11,0,,,260,9,631,1647
29,38,79,29.97,25.69,32,8.8,0,-1,27,53,23,260,36,0.03,,,240,28,633,1646
21,32,67,30.08,25.76,27,9.5,0,-6.7,33,43,20,270,33,T,,,270,22,634,1644
26,31,83,30.14,25.81,29,7,0,-7.3,34,42,20,240,27,0.01,,,250,22,635,1643
31,30,97,30.27,25.93,32,1.7,0,-8,35,36,24,20,7,0.11,,,20,7,637,1642
38,42,92,30.33,26,40,2.3,0,4.4,23,53,30,50,9,T,,,50,8,638,1640
38,44,83,30.06,25.79,40,7.8,0,6.8,21,56,32,230,32,0.03,,,250,25,639,1639
28,35,80,30.16,25.85,32,3.4,0,-1.8,30,44,26,210,10,0,,,190,9,640,1638
28,37,77,30.18,25.86,32,3.7,0,0.6,28,53,20,30,12,0,,,40,10,642,1637
29,42,75,30.2,25.89,34,2.6,0,6,23,59,24,190,10,0,,,260,8,643,1636
29,43,71,30.28,25.97,34,4.8,0,7.4,22,62,24,50,19,0,,,50,16,644,1635
35,40,81,30.38,26.06,38,2.9,0,4.8,25,53,27,100,18,T,,,90,13,646,1634
30,39,71,30.38,26.06,36,4.7,0,4.2,26,57,21,280,20,T,,,280,16,647,1633
22,36,66,30.09,25.77,29,6.1,0,1.6,29,54,18,310,25,0,,,300,20,648,1632
24,31,73,29.85,25.56,29,7.7,0,-3,34,43,18,220,24,0.04,,,220,20,650,1631
25,39,60,29.63,25.4,33,15.7,0,5.4,26,47,31,250,40,0,,,270,32,651,1630
23,33,70,30.03,25.74,29,5.8,0,-0.2,32,47,19,230,21,0,,,200,15,652,1629
27,32,80,30.03,25.71,31,2.2,0,-0.7,33,44,19,270,9,0.02,,,270,8,653,1628
39,43,88,29.86,25.61,41,6.2,0,10.7,22,50,36,200,28,0.18,,,200,24,655,1627
23,32,67,30.01,25.74,29,12.7,0,0.1,33,42,22,330,27,0.03,,,320,23,656,1627
4,27,44,30.45,26.06,19,8.2,0,-4.4,38,44,10,310,20,0,,,30,16,657,1626
11,28,62,30.6,26.18,19,4.4,0,-3,37,46,9,290,12,0,,,290,12,659,1625
13,29,63,30.43,26.04,22,4.7,0,-1.6,36,48,10,60,19,0,,,60,15,700,1624
14,27,70,30.37,25.97,21,1.7,0,-3.2,38,47,7,340,7,0,,,340,7,701,1624
16,32,66,30.44,26.05,23,1.5,0,2.2,33,51,12,270,8,0,,,270,8,702,1623
19,32,69,30.31,25.95,26,3.4,0,2.6,33,48,15,90,16,0,,,90,12,703,1623
21,34,73,30.15,25.81,26,3,0,5.1,31,50,17,100,13,0,,,100,9,705,1622
21,32,75,30.18,25.84,26,2,0,3.5,33,49,14,100,9,0,,,270,8,706,1622
22,31,74,30.33,25.97,27,2.1,0,2.8,34,50,11,270,10,0,,,270,8,707,1621
31,38,84,30.35,26.02,33,3.1,0,10.2,27,50,25,200,13,0.01,,,190,10,708,1621
34,42,76,30.17,25.87,38,11,0,14.6,23,54,29,220,37,0,,,220,30,709,1620
28,34,70,29.83,25.58,33,16.7,0,6.9,31,49,19,220,48,0.01,,,230,37,710,1620
11,19,74,30,25.65,16,10.5,0,-7.7,46,28,10,310,30,T,,,310,24,711,1620
2,10,73,30.21,25.77,7,5.8,0,-16.4,55,20,-1,290,19,0,,,310,15,712,1620
0,5,75,30.25,25.78,4,3.2,0,-21,60,18,-8,280,10,0,,,280,9,713,1619
9,11,82,30.01,25.61,13,9.5,0,-14.7,54,18,3,30,27,0.16,,,40,23,714,1619
0,-2,71,30.07,25.66,5,11.1,0,-27.5,67,16,-20,330,32,T,,,330,24,715,1619
-10,-13,80,30.52,25.99,-6,2,0,-38.2,78,4,-30,250,8,0,,,250,7,716,1619
-9,-4,73,30.71,26.1,-3,2.3,0,-28.9,69,14,-21,270,8,0,,,270,8,717,1619
-1,6,78,30.57,26.03,3,2,0,-18.7,59,21,-10,290,10,0,,,290,9,718,1619
3,12,81,30.58,26.07,7,3.6,0,-12.5,53,28,-5,50,14,0,,,60,12,719,1619
7,11,82,30.43,25.96,10,3.1,0,-13.3,54,24,-3,360,10,T,,,160,8,720,1619
10,15,86,30.5,26.05,13,2.2,0,-9.1,50,30,-1,30,10,0,,,10,9,721,1619
14,18,91,30.64,26.16,16,1.4,0,-5.9,47,33,2,120,7,0,,,270,7,721,1620
19,25,85,30.53,26.11,22,1.9,0,1.3,40,40,9,260,9,0,,,260,9,722,1620
15,23,83,30.55,26.12,18,2.3,0,-0.6,42,40,5,270,10,0,,,270,9,723,1620
15,23,85,30.38,25.97,18,2.6,0,-0.5,42,40,6,260,7,0,,,270,7,724,1620
17,20,85,30.07,25.69,20,2.8,0,-3.4,45,35,4,300,21,0,,,320,15,724,1621
7,17,61,30.1,25.74,16,9.2,0,-6.3,48,32,1,310,26,0,,,310,22,725,1621
12,16,86,30.07,25.67,15,2.9,0,-7.3,49,35,-3,220,15,0.04,,,210,14,725,1622
31,34,81,30.02,25.73,34,9.4,0,10.8,31,44,24,270,37,T,,,270,28,726,1622
31,37,83,30.29,25.96,34,5.2,0,13.8,28,50,24,230,23,0,,,230,18,726,1623
30,34,82,30.39,26.04,32,5.7,0,10.9,31,47,21,230,29,0,,,230,23,727,1623
21,28,82,30.56,26.18,25,3.6,0,4.9,37,41,15,290,11,0,,,290,10,727,1624
17,27,78,30.58,26.16,21,2.2,0,3.8,38,44,9,260,8,0,,,260,8,728,1624
18,28,78,30.5,26.09,22,1.8,0,4.8,37,45,10,250,9,0,,,250,9,728,1625
18,23,85,30.37,25.97,20,3.2,0,-0.2,42,36,9,220,9,0,,,10,8,728,1626
16,25,82,30.44,26.03,19,3.2,0,1.8,40,43,6,310,18,0,,,300,14,729,1626
14,22,80,30.47,26.05,18,2.5,0,-1.3,43,38,5,340,10,0,,,340,9,729,1627
18,26,72,30.36,25.97,24,1.5,0,2.6,39,40,11,270,8,0,,,360,7,729,1628
24,32,73,30.31,25.97,29,2.8,0,8.6,33,44,20,280,12,0,,,310,10,729,1629
24,31,81,30.4,26.03,27,3.1,0,7.4,34,46,16,340,10,0,,,340,9,729,1630
22,28,84,30.31,25.95,25,3.1,0,4.3,37,43,13,100,9,0,,,290,7,729,1631
20,31,67,,25.78,26,7.1,0,7.3,34,48,14,250,31,0,,,260,16,729,1632
11,20,73,30.41,26.01,17,5.1,0,-3.8,45,37,3,270,15,0,,,250,14,729,1633
6,21,65,30.59,26.13,14,2.4,0,-2.9,44,40,1,350,10,0,,,350,9,729,1634
10,24,59,30.43,26.02,19,3.7,0,0,41,40,8,50,14,0,,,70,10,729,1635
24,32,77,30.17,25.84,29,2.4,0,7.9,33,39,25,360,14,0.17,,,360,13,729,1636
31,32,96,30.07,25.76,32,2.7,0,7.8,33,38,26,230,21,0.01,,,250,16,729,1637
28,33,82,30.04,25.74,31,8.8,0,8.7,32,38,27,280,30,0.01,,,270,23,729,1638
30,36,78,30.12,25.82,34,6.1,0,11.6,29,41,30,240,21,0,,,220,15,728,1639
30,40,73,29.84,25.58,35,17.5,0,15.5,25,47,32,240,64,0.01,,,240,41,728,1640
27,35,73,30.25,25.94,31,14.3,0,10.5,30,41,29,230,40,0,,,240,33,728,1641
28,37,76,30.56,26.2,32,10.2,0,12.4,28,46,27,210,23,0,,,190,20,727,1642
22,32,77,30.7,26.29,26,3.3,0,7.3,33,49,15,360,13,0,,,230,12,727,1644
19,29,80,30.64,26.23,23,2.9,0,4.2,36,45,13,260,9,0,,,260,9,726,1645
18,31,70,30.56,26.16,24,2.6,0,6.1,34,50,12,270,10,0,,,270,9,726,1646
16,31,67,30.44,26.05,23,2.9,0,6.1,34,51,10,340,9,0,,,240,9,725,1647
18,29,74,30.39,26.01,23,3.3,0,4,36,48,10,90,9,0,,,260,8,725,1649
16,28,75,30.32,25.94,21,1.9,0,2.9,37,47,9,350,10,0,,,350,9,724,1650
18,30,72,30.46,26.07,24,3.5,0,4.9,35,50,10,90,16,0,,,70,12,723,1651
16,28,75,30.46,26.05,21,2.3,0,2.8,37,47,9,220,8,0,,,280,8,723,1652
17,27,72,30.34,25.95,23,5.4,0,1.7,38,49,5,320,20,0,,,320,16,722,1654
18,27,71,30.47,26.08,23,8.8,0,1.7,38,43,11,50,26,0,,,50,21,721,1655
14,25,72,30.6,26.18,19,6.4,0,-0.4,40,43,7,100,19,0,,,100,16,720,1656
11,24,72,30.52,26.08,17,2.4,0,-1.5,41,45,3,160,10,0,,,340,8,719,1658
15,32,65,30.27,25.89,22,3.5,0,6.5,33,57,6,30,12,0,,,30,10,719,1659
20,32,68,30.23,25.89,26,1.4,0,6.4,33,50,13,50,12,0,,,50,10,718,1700
25,34,75,30.26,25.93,30,2.4,0,8.3,31,43,24,100,10,0.14,,,90,8,717,1702
32,38,84,29.91,25.63,35,9.6,0,12.2,27,44,32,240,34,0.16,,,210,25,716,1703
23,33,76,29.88,25.6,28,6.7,0,7.2,32,43,23,310,18,0,,,300,15,715,1704
22,28,78,30.03,25.71,25,7.5,0,2.1,37,36,19,320,19,T,,,330,15,714,1706
18,26,77,30.13,25.78,23,3.6,0,0,39,39,13,200,15,0,,,190,12,713,1707
18,22,77,29.97,25.64,23,2.6,0,-4.1,43,35,8,230,10,0.01,,,260,9,711,1708
19,26,72,29.93,25.63,24,9,0,-0.3,39,36,16,240,29,0.01,,,260,22,710,1710
16,23,78,30.13,25.77,20,5,0,-3.4,42,28,18,20,16,0.02,,,20,14,709,1711
12,18,78,30.19,25.8,16,8.3,0,-8.5,47,22,13,40,16,T,,,40,13,708,1713
12,17,79,29.95,25.58,16,9.6,0,-9.7,48,20,13,50,22,0.1,,,50,17,707,1714
18,17,90,29.82,25.48,20,7.1,0,-9.8,48,32,1,30,25,0.44,,,30,21,705,1715
32,32,94,29.86,25.58,34,6.5,0,5,33,38,26,220,32,0.29,,,220,26,704,1717
29,35,76,30.01,25.72,33,3.6,0,7.8,30,46,24,190,16,0,,,190,14,703,1718
27,31,86,30.22,25.88,29,2.7,0,3.6,34,42,19,60,9,0,,,60,8,702,1719
31,34,84,30.18,25.86,33,4.3,0,6.4,31,44,24,200,15,0.12,,,200,12,700,1721
37,41,93,29.99,25.71,38,5.2,0,13.2,24,48,34,190,14,0.2,,,170,12,659,1722
34,40,81,30.07,25.79,37,6.6,0,12,25,47,33,250,23,0,,,260,20,657,1723
37,41,91,29.97,25.69,38,6.3,0,12.7,24,48,34,260,31,0.14,,,260,25,656,1725
35,44,81,29.8,25.56,39,9.1,0,15.5,21,52,35,170,33,0.17,,,220,25,655,1726
24,36,65,30.01,25.74,31,12.2,0,7.2,29,44,28,240,35,0,,,230,29,653,1727
27,36,69,29.97,25.69,33,12.9,0,6.9,29,48,24,260,38,0.02,,,230,30,652,1729
30,41,72,29.98,25.71,35,10.4,0,11.6,24,50,31,240,38,0.03,,,250,29,650,1730
21,29,72,30.11,25.8,26,10.5,0,-0.6,36,36,22,240,28,0.02,,,290,23,649,1731
26,33,75,30.23,25.89,30,10,0,3,32,43,22,220,29,0,,,220,23,647,1733
25,38,64,30.14,25.84,32,11.8,0,7.7,27,48,28,250,26,0,,,260,21,646,1734
24,36,66,30.06,25.76,31,8.9,0,5.4,29,49,22,230,28,0,,,240,22,644,1735
28,38,68,30.02,25.73,34,5.4,0,7.1,27,53,23,220,23,0,,,220,17,642,1737
34,44,78,30.06,25.79,38,3.2,0,12.7,21,58,30,200,13,0,,,260,9,641,1738
37,46,77,30.04,25.78,41,6,0,14.4,19,62,29,30,24,0.01,,,30,20,639,1739
36,43,76,29.87,25.63,40,6.4,0,11,22,57,29,50,21,0,,,40,16,638,1741
35,41,81,29.69,25.48,38,7.1,0,8.7,24,50,31,220,28,0.04,,,240,22,636,1742
35,39,82,29.57,25.35,38,6.6,0,6.3,26,48,30,60,16,T,,,40,13,634,1743
34,39,85,29.64,25.43,37,6,0,6.2,26,47,31,210,22,0.05,,,210,16,633,1744
36,42,84,29.85,25.61,39,7.5,0,9,23,50,33,190,25,0.03,,,190,21,631,1746
37,43,84,29.94,25.69,39,6.9,0,9.6,22,53,33,210,30,0.13,,,210,25,629,1747
33,42,77,30.05,25.77,37,5.8,0,8.3,23,56,28,190,25,0,,,210,20,628,1748
39,45,77,29.88,25.64,42,7.8,0,10.9,20,58,31,180,32,0.02,,,180,25,626,1750
32,41,70,29.92,25.68,38,13.8,0,6.6,24,52,29,230,44,0.09,,,250,33,624,1751
28,39,72,30.27,25.95,33,5.1,0,4.3,26,53,25,230,19,0,,,200,13,622,1752
30,41,65,30.21,25.91,36,5.6,0,5.9,24,60,22,50,19,0.01,,,40,16,621,1753
44,50,86,30.04,25.79,46,7,0,14.6,15,58,42,170,24,0.3,,,190,20,619,1755
32,39,78,30.09,25.82,36,14.2,0,3.3,26,47,30,280,42,0.12,,,280,33,617,1756
24,37,64,30.45,26.1,31,6.7,0,1,28,49,25,260,19,0,,,260,16,615,1757
23,37,67,30.37,26.02,30,3.6,0,0.6,28,53,20,100,11,0,,,110,9,614,1758
24,41,61,30.1,25.81,32,4,0,4.4,24,61,21,220,19,0,,,240,13,612,1800
26,44,58,30.17,25.88,35,10.4,0,7.1,21,60,27,260,38,T,,,290,30,610,1801
22,41,56,30.4,26.07,32,4.5,0,3.8,24,62,19,120,14,0,,,160,13,608,1802
22,48,46,30.12,25.84,36,10.2,0,10.5,17,70,25,240,45,0,,,240,32,607,1803
19,39,52,30.07,25.79,30,17.3,0,1.3,26,48,29,230,52,0.01,,,230,40,605,1804
18,34,57,30.22,25.89,28,5.6,0,-4,31,47,21,300,18,0,,,320,14,603,1806
19,38,51,30.1,25.8,31,8.4,0,-0.2,27,58,17,220,27,0,,,240,23,601,1807
16,34,50,30.16,25.86,28,7.8,0,-4.4,31,49,19,290,24,0,,,310,20,559,1808
13,30,52,30.18,25.84,24,4.5,0,-8.6,35,47,12,320,16,0,,,320,13,558,1809
13,32,52,30.25,25.9,25,5,0,-6.9,33,51,13,190,15,0,,,130,10,556,1811
15,37,45,30.23,25.91,28,5.5,0,-2,28,60,14,260,22,0,,,290,17,554,1812
19,41,46,30.15,25.86,33,4.4,0,1.8,24,66,16,40,25,0,,,30,21,552,1813
27,38,66,29.8,25.55,34,7.1,0,-1.4,27,51,24,200,40,0.05,,,200,33,550,1814
31,37,84,29.64,25.4,34,8,0,-2.6,28,50,24,190,36,0.1,,,200,28,549,1815
31,38,84,29.85,25.59,33,11,0,-1.7,27,46,29,240,42,0.15,,,240,35,547,1816
35,42,79,29.96,25.69,39,9.7,0,2.1,23,53,30,180,31,0.16,,,180,23,545,1818
35,42,76,29.86,25.62,39,8.4,0,2,23,49,34,190,32,0.09,,,200,26,543,1819
27,40,68,29.92,25.66,34,7.2,0,-0.2,25,50,29,210,24,0,,,270,21,541,1820
30,40,73,29.82,25.56,35,8.5,0,-0.3,25,50,30,170,29,0.01,,,140,25,540,1821
31,33,94,29.71,25.46,32,6.6,0,-7.4,32,35,30,210,22,0.45,,,210,18,538,1822
29,37,75,29.95,25.67,34,9.6,0,-3.6,28,48,25,290,25,0,,,220,20,536,1824
29,37,76,30.05,25.75,33,3.8,0,-3.7,28,52,22,150,36,0.02,,,140,29,534,1825
33,40,83,29.96,25.69,36,5.5,0,-0.8,25,49,31,220,27,0.01,,,220,22,532,1826
33,41,74,30.08,25.8,37,6.5,0,0,24,54,28,240,27,T,,,240,23,531,1827
33,49,61,30.21,25.94,41,10,0,7.9,16,62,36,280,27,0,,,260,22,529,1828
32,48,61,30.28,26,40,4.4,0,6.8,17,68,27,100,13,0,,,30,10,527,1830
35,52,55,30.11,25.87,43,5.4,0,10.6,13,72,31,210,21,0,,,210,17,525,1831
32,49,56,30.05,25.82,41,8.8,0,7.5,16,66,31,250,30,0,,,220,22,524,1832
27,46,50,30.09,25.82,38,5.6,0,4.3,19,66,26,220,17,0,,,290,13,522,1833
28,49,49,29.97,25.74,39,7,0,7.2,16,70,28,280,21,0,,,280,17,520,1834
21,46,43,29.91,25.68,36,10.6,0,4,19,61,30,300,29,0,,,310,24,519,1836
18,42,44,30.2,25.92,33,8.2,0,-0.2,23,61,22,330,25,0,,,340,20,517,1837
20,43,42,30.17,25.89,35,5,0,0.6,22,65,20,270,16,0,,,270,13,515,1838
23,47,40,30.01,25.77,37,11.7,0,4.5,18,58,35,270,40,0,,,280,25,513,1839
26,45,49,30.02,25.76,37,5.3,0,2.3,20,58,31,170,21,0,,,160,14,512,1840
33,48,62,29.86,25.63,40,7.4,0,5,17,69,27,270,41,T,,,260,33,510,1841
24,43,50,29.99,25.74,36,6.5,0,-0.2,22,59,27,210,21,0,,,210,17,508,1843
24,49,43,29.97,25.74,38,11,0,5.6,16,72,25,280,41,0,,,270,30,507,1844
25,43,53,30.24,25.95,35,5.2,0,-0.6,22,63,22,130,20,0,,,120,14,505,1845
28,47,44,29.95,25.71,41,7.4,0,3.1,18,65,29,210,37,T,,,210,29,504,1846
26,36,57,29.82,25.6,35,13,0,-8.1,29,50,22,290,36,T,,,270,29,502,1847
28,38,63,29.99,25.71,36,9,0,-6.4,27,54,22,210,32,0.02,,,230,26,500,1849
38,50,76,29.87,25.64,42,9.6,0,5.4,15,60,40,210,41,0.24,,,210,31,459,1850
32,41,79,29.74,25.5,36,8,0,-3.9,24,50,31,290,22,0.34,,,230,18,457,1851
24,39,58,29.77,25.53,33,9.3,0,-6.2,26,51,27,240,30,0,,,250,21,456,1852
27,40,65,29.91,25.66,34,13.8,0,-5.5,25,51,29,240,39,0.03,,,240,31,454,1853
23,38,57,30.31,25.99,33,6.5,0,-7.8,27,54,21,160,22,0,,,170,16,453,1855
24,45,51,30.4,26.19,36,6.8,0,-1.1,20,64,25,50,21,0,,,50,15,451,1856
25,49,42,30.41,26.12,39,6.8,0,2.6,16,73,25,50,22,0,,,40,16,450,1857
26,53,41,30.19,25.94,42,2.8,0,6.3,12,80,26,160,12,0,,,290,10,449,1858
34,57,45,29.98,25.78,46,5.9,0,10,8,82,31,210,24,0,,,210,20,447,1859
34,54,49,29.79,25.61,45,9.4,0,6.7,11,72,35,210,30,0,,,210,23,446,1900
32,53,48,29.83,25.63,42,12.9,0,5.3,12,65,41,200,29,T,,,210,24,444,1901
33,44,67,29.91,25.68,39,8.4,0,-4,21,55,32,290,35,T,,,290,26,443,1903
29,45,55,29.89,25.65,38,11.8,0,-3.3,20,58,32,310,30,0,,,300,23,442,1904
27,47,51,29.89,25.66,38,8.6,0,-1.6,18,62,31,290,25,0,,,300,20,440,1905
35,42,73,29.86,25.63,40,7.2,0,-6.9,23,58,26,200,26,0.23,,,200,22,439,1906
35,46,72,29.94,25.71,40,13.3,0,-3.2,19,57,35,220,38,0.04,,,220,31,438,1907
30,40,72,30.08,25.79,35,10.9,0,-9.5,25,50,29,310,35,T,,,300,28,437,1908
29,45,56,30.23,25.95,38,10,0,-4.8,20,62,27,300,24,0,,,320,21,436,1909
25,47,49,30.34,26.05,38,4.6,0,-3.1,18,67,27,200,16,0,,,130,12,434,1911
25,50,41,30.38,26.1,41,5.6,0,-0.4,15,72,28,10,16,0,,,270,12,433,1912
33,57,43,30.27,26.03,46,5.4,0,6.3,8,80,33,180,18,0,,,160,14,432,1913
36,62,41,30.08,25.89,50,5.7,0,11,3,84,39,200,17,0,,,280,13,431,1914
34,64,38,29.96,25.79,49,10.7,0,12.8,1,77,50,220,26,0,,,250,22,430,1915
30,54,40,29.87,25.68,44,9.1,0,2.5,11,73,34,260,26,0,,,270,21,429,1916
37,50,67,29.83,25.63,43,10.4,0,-1.7,15,61,38,240,33,0.07,,,240,26,428,1917
35,49,65,29.94,25.7,42,5.8,0,-3,16,66,31,210,28,T,,,210,23,427,1918
33,51,47,29.93,25.73,44,11.4,0,-1.2,14,71,31,320,30,0,,,310,23,426,1919
36,61,44,29.96,25.77,48,11.1,0,8.5,4,78,43,310,31,T,,,320,24,425,1920
34,58,45,30.03,25.83,46,4.6,0,5.3,7,79,36,180,16,0,,,200,13,424,1921
41,59,60,30.01,25.82,49,10.4,0,6.1,6,82,36,300,47,0.04,,,300,36,423,1922
37,55,54,30.05,25.84,47,6.3,0,1.9,10,74,36,290,23,0,,,290,16,423,1923
36,60,42,29.97,25.78,48,7,0,6.7,5,79,40,200,23,0,,,210,18,422,1924
37,57,46,30,25.81,48,9.2,0,3.4,8,75,39,260,26,0,,,250,21,421,1925
35,58,47,29.94,25.74,46,9.5,0,4.2,7,77,38,280,32,T,,,290,26,420,1926
28,46,51,30.06,25.82,38,12.1,0,-8,19,60,31,220,47,T,,,220,35,420,1927
22,45,42,30.16,25.89,37,4.8,0,-9.1,20,66,23,170,18,0,,,150,13,419,1928
22,51,30,29.96,25.75,41,7.3,0,-3.3,14,75,26,50,22,0,,,120,16,419,1929
35,54,49,29.94,25.74,45,9,0,-0.5,11,69,39,320,29,0.03,,,320,24,418,1929
31,54,45,29.97,25.76,45,4.7,0,-0.7,11,76,31,190,17,0,,,280,15,417,1930
34,61,41,29.81,25.63,48,8.5,0,6.1,4,85,37,190,31,T,,,190,25,417,1931
31,61,39,29.87,25.7,46,8.3,0,5.9,4,79,42,260,25,0,,,240,20,416,1932
26,59,31,29.98,25.79,45,7.2,0,3.7,6,81,37,310,24,0,,,300,17,416,1932
27,61,29,29.95,25.77,46,8.7,0,5.5,4,83,38,260,23,0,,,270,17,416,1933
29,63,31,29.96,25.79,46,8.1,0,7.3,2,81,45,320,24,0,,,310,18,415,1934
33,61,36,30,25.82,47,8.1,0,5.1,4,80,41,280,25,0,,,290,18,415,1935
37,60,41,30.06,25.87,50,6.6,0,3.9,5,80,40,210,21,0,,,200,14,415,1935
